OBJECTID,REGION,NOM_REGION,PROVINCIA,NOM_PROVIN,COMUNA,NOM_COMUNA,T_HOM_R,T_MUJ_R,T_POB_R,T_HOM_U,T_MUJ_U,T_POB_U,T_HOM,T_MUJ,T_POB,T_VIV_U,T_VIV_R,T_VIV,Shape_Leng,Shape__Area,Shape__Length,SUPERFICIE__KM2_,Densidad_
234,8,REGIÓN DEL BIOBÍO,82,ARAUCO,8203,CAÑETE,7554,7489,15043,9087,10407,19494,16641,17896,34537,7125,5730,12855,2.28762767,1747980313.84375,286923.811237,1087.08129883,31.77039146
235,14,REGIÓN DE LOS RÍOS,141,VALDIVIA,14108,PANGUIPULLI,9939,9327,19266,7260,8013,15273,17199,17340,34539,6814,9996,16810,3.7213785,5579645886.03906,461350.40904871,3300.37792969,10.46516514
236,5,REGIÓN DE VALPARAÍSO,54,PETORCA,5401,LA LIGUA,4845,4536,9381,12495,13514,26009,17340,18050,35390,10036,7273,17309,2.09582115,1636332009.49805,253834.59747248,1164.51733398,30.39027214
237,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,63,COLCHAGUA,6303,CHIMBARONGO,7778,7135,14913,10046,10440,20486,17824,17575,35399,7429,5494,12923,1.22140329,755422186.791016,148337.57046564,508.76150513,69.5787735
238,13,REGIÓN METROPOLITANA DE SANTIAGO,136,TALAGANTE,13602,EL MONTE,3017,2861,5878,14776,15269,30045,17793,18130,35923,9778,2091,11869,0.49375695,166417181.541016,59105.88436575,114.87223816,312.72134399
239,13,REGIÓN METROPOLITANA DE SANTIAGO,136,TALAGANTE,13603,ISLA DE MAIPO,4756,4522,9278,13295,13646,26941,18051,18168,36219,8572,3254,11826,0.80168591,274806416.972656,95287.68934565,189.33641052,191.29443359
240,8,REGIÓN DEL BIOBÍO,82,ARAUCO,8202,ARAUCO,4569,4368,8937,13306,14014,27320,17875,18382,36257,9534,3718,13252,2.21171848,1515518266,271736.02693942,956.88024902,37.89084244
241,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,63,COLCHAGUA,6310,SANTA CRUZ,7569,7462,15031,11024,11800,22824,18593,19262,37855,8403,5931,14334,1.25984413,583245594.814453,152689.62045477,393.75570679,96.13829041
242,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9108,LAUTARO,5532,5160,10692,12916,14405,27321,18448,19565,38013,9939,4186,14125,2.36702426,1485257376.92578,288475.83652221,907.6708374,41.87971878
243,14,REGIÓN DE LOS RÍOS,142,RANCO,14201,LA UNIÓN,6095,5279,11374,12634,14028,26662,18729,19307,38036,9971,5154,15125,3.78762406,3656178671.11719,468285.23623103,2129.92480469,17.85790825
244,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,10202,ANCUD,5548,5178,10726,13481,14784,28265,19029,19962,38991,11097,5862,16959,5.50824479,3153589605.67578,699050.98818887,1738.53161621,22.42754745
245,7,REGIÓN DEL MAULE,72,CAUQUENES,7201,CAUQUENES,3896,3431,7327,15418,17696,33114,19314,21127,40441,13745,4150,17895,3.03503018,3250404904.8125,373173.81979928,2127.23242188,19.01108551
246,7,REGIÓN DEL MAULE,74,LINARES,7404,PARRAL,5655,5188,10843,14510,16284,30794,20165,21472,41637,12115,5333,17448,3.48874028,2522235104.44336,429278.21166293,1637.58312988,25.42588425
247,5,REGIÓN DE VALPARAÍSO,51,VALPARAÍSO,5103,CONCÓN,1503,1240,2743,18818,20591,39409,20321,21831,42152,19228,1062,20290,0.48343122,109192602.236328,57332.81838033,76.64678192,549.95135498
248,7,REGIÓN DEL MAULE,71,TALCA,7109,SAN CLEMENTE,11430,10173,21603,10247,11419,21666,21677,21592,43269,7718,10669,18387,4.48189337,6841275148.49219,545188.16443822,4501.1953125,9.61278057
249,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,8106,LOTA,52,56,108,20898,22529,43427,20950,22585,43535,15381,108,15489,0.64769948,180821659.601562,80583.61524433,114.727005,379.46600342
250,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,10201,CASTRO,4875,4888,9763,16596,17448,34044,21471,22336,43807,13245,4776,18021,2.8794901,859404741.34375,360384.01191698,467.15637207,93.77374268
251,10,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,10109,PUERTO VARAS,6413,5955,12368,15465,16745,32210,21878,22700,44578,11936,5707,17643,5.87782062,7102566223.10156,737441.57170371,4020.07958984,11.08883572
252,7,REGIÓN DEL MAULE,74,LINARES,7406,SAN JAVIER,6642,6336,12978,15360,17209,32569,22002,23545,45547,12043,5852,17895,2.15579043,1987214684.87695,263007.49134606,1311.17749023,34.73748016
253,7,REGIÓN DEL MAULE,73,CURICÓ,7304,MOLINA,4521,4137,8658,18114,19204,37318,22635,23341,45976,13572,3766,17338,3.41239432,2287254842.16406,416934.24965869,1518.08654785,30.28549385
254,7,REGIÓN DEL MAULE,71,TALCA,7102,CONSTITUCIÓN,4623,4172,8795,18382,18891,37273,23005,23063,46068,15113,3627,18740,2.5567234,2007967540.64844,316189.42235019,1334.39367676,34.52354431
255,5,REGIÓN DE VALPARAÍSO,58,MARGA MARGA,5802,LIMACHE,3537,3415,6952,18816,20353,39169,22353,23768,46121,13906,2804,16710,1.17373273,421179751.804688,140932.54345764,295.18121338,156.24639893
256,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6117,SAN VICENTE,10541,10016,20557,12761,13448,26209,23302,23464,46766,9479,8105,17584,1.19591876,714307297.193359,145933.5334992,484.27279663,96.5695343
257,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,8107,PENCO,256,211,467,22361,24539,46900,22617,24750,47367,15603,231,15834,0.6901788,167710460.785156,85196.00934029,107.41139984,440.98669434
258,7,REGIÓN DEL MAULE,71,TALCA,7105,MAULE,5573,5314,10887,18686,20148,38834,24259,25462,49721,14476,4207,18683,0.82458774,367211249.421875,98098.61625284,242.99293518,204.61911011
259,5,REGIÓN DE VALPARAÍSO,55,QUILLOTA,5502,CALERA,974,912,1886,23488,25180,48668,24462,26092,50554,17414,692,18106,0.55724602,84013059.6601562,66716.07164198,59.30477524,852.44403076
260,3,REGIÓN DE ATACAMA,33,HUASCO,3301,VALLENAR,3098,2800,5898,22324,23695,46019,25422,26495,51917,16216,3186,19402,5.97541085,9410173105.23242,712645.75665918,7226.96191406,7.18379307
261,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6108,MACHALÍ,566,435,1001,25019,26485,51504,25585,26920,52505,19141,560,19701,2.79967252,3813705887.29688,342001.71741386,2593.34912109,20.24602127
262,16,REGIÓN DE ÑUBLE,163,PUNILLA,16301,SAN CARLOS,9969,9794,19763,15456,17805,33261,25425,27599,53024,12773,8207,20980,2.10221671,1354553610.2207,253659.89211118,876.90893555,60.46694183
263,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,9201,ANGOL,2364,1987,4351,23249,25662,48911,25613,27649,53262,17429,1984,19413,2.51870572,1916751651.50781,310256.23983505,1195.71008301,44.54424286
264,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,8111,TOMÉ,2787,2619,5406,23132,26408,49540,25919,29027,54946,20255,3068,23323,1.46059683,771827563.28125,182212.48311498,495.93667603,110.79237366
265,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9120,VILLARRICA,9706,9292,18998,17490,18990,36480,27196,28282,55478,16247,12041,28288,2.312346,2158022033.25781,286428.3578389,1291.13513184,42.96839523
266,11,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,111,COYHAIQUE,11101,COYHAIQUE,4436,3414,7850,24327,25641,49968,28763,29055,57818,18991,5008,23999,7.90340318,14834742763.5078,1019026.96530597,7280.43847656,7.94155502
267,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6115,RENGO,6609,6270,12879,22235,23711,45946,28844,29981,58825,16135,4713,20848,1.65473113,862735969.291016,199876.86080227,584.53759766,100.63510132
268,13,REGIÓN METROPOLITANA DE SANTIAGO,136,TALAGANTE,13604,PADRE HURTADO,3919,3603,7522,27533,28195,55728,31452,31798,63250,18422,2385,20807,0.50379383,116995684.111328,60467.87540156,81.06806183,780.20855713
269,5,REGIÓN DE VALPARAÍSO,53,LOS ANDES,5301,LOS ANDES,3603,2088,5691,29686,31331,61017,33289,33419,66708,22130,1531,23661,2.24196399,1757398388.80469,271270.8312276,1233.09228516,54.09814072
270,13,REGIÓN METROPOLITANA DE SANTIAGO,134,MAIPO,13404,PAINE,13330,12676,26006,23191,23562,46753,36521,36238,72759,14554,9908,24462,1.60386285,985040694.792969,194491.77136608,677.66375732,107.36740875
271,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,63,COLCHAGUA,6301,SAN FERNANDO,5389,4872,10261,30688,33024,63712,36077,37896,73973,24274,4462,28736,2.64180073,3446549936.54102,321145.79950484,2321.18286133,31.8686657
272,13,REGIÓN METROPOLITANA DE SANTIAGO,136,TALAGANTE,13601,TALAGANTE,7531,7497,15028,29238,29971,59209,36769,37468,74237,18395,4876,23271,0.68172189,183173127.728516,80507.18231203,126.59617615,586.40789795
273,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9112,PADRE LAS CASAS,15629,15054,30683,21367,24076,45443,36996,39130,76126,16033,10125,26158,1.80407154,763485182.65625,219600.66295242,463.31246948,164.30812073
274,5,REGIÓN DE VALPARAÍSO,57,SAN FELIPE DE ACONCAGUA,5701,SAN FELIPE,3662,3565,7227,33557,36060,69617,37219,39625,76844,25146,2562,27708,0.93967427,264713670.255859,113645.97335022,186.86373901,411.23013306
275,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13102,CERRILLOS,0,0,0,39631,41201,80832,39631,41201,80832,24547,0,24547,0.20330731,24197898.515625,25050.8820567,16.77964973,4817.26367188
276,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13131,SAN RAMÓN,0,0,0,40873,42027,82900,40873,42027,82900,23855,0,23855,0.11076507,8935112.58789063,14023.82747074,6.27711153,13206.7109375
277,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13132,VITACURA,0,0,0,38402,46982,85384,38402,46982,85384,31777,0,31777,0.2590733,40948101.5449219,30663.79934563,28.41703415,3004.67675781
278,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,8103,CHIGUAYANTE,37,38,75,40468,45395,85863,40505,45433,85938,28927,32,28959,0.4773693,99210118.5039062,60471.58666612,63.46437073,1354.11413574
279,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13109,LA CISTERNA,0,0,0,43147,46972,90119,43147,46972,90119,31480,0,31480,0.12494343,14552391.0683594,15270.07039017,9.97913933,9030.73925781
280,13,REGIÓN METROPOLITANA DE SANTIAGO,136,TALAGANTE,13605,PEÑAFLOR,3572,3565,7137,40372,42692,83064,43944,46257,90201,26356,2193,28549,0.39132614,100206934.736328,46417.53979565,69.3297348,1301.0435791
281,5,REGIÓN DE VALPARAÍSO,55,QUILLOTA,5501,QUILLOTA,6289,5897,12186,37248,41083,78331,43537,46980,90517,28594,4524,33118,0.89770381,428803372.8125,105623.4308598,301.56591797,300.15661621
282,5,REGIÓN DE VALPARAÍSO,56,SAN ANTONIO,5601,SAN ANTONIO,2488,2293,4781,42225,44344,86569,44713,46637,91350,30061,2432,32493,1.2379144,576533852.886719,148715.27160897,398.50613403,229.23109436
283,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,8112,HUALPÉN,402,386,788,43086,47899,90985,43488,48285,91773,30474,248,30722,0.48364066,71218738.3203125,57747.71403438,45.5645256,2014.13269043
284,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13113,LA REINA,0,0,0,43599,49188,92787,43599,49188,92787,29801,0,29801,0.24237392,33685680.4960938,28281.82667524,23.43809128,3958.81201172
285,7,REGIÓN DEL MAULE,74,LINARES,7401,LINARES,8149,7781,15930,36522,41150,77672,44671,48931,93602,28313,7363,35676,2.86479333,2243375927.16797,350473.40821251,1466.85595703,63.81130981
286,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13129,SAN JOAQUÍN,0,0,0,45831,48661,94492,45831,48661,94492,30096,0,30096,0.13386462,14196855.2070312,16866.66701891,9.9422617,9504.07519531
287,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13117,LO PRADO,0,0,0,46799,49450,96249,46799,49450,96249,29526,0,29526,0.10670132,9445860.59765625,12768.25843147,6.56004858,14671.99511719
288,13,REGIÓN METROPOLITANA DE SANTIAGO,134,MAIPO,13402,BUIN,7032,6671,13703,40543,42368,82911,47575,49039,96614,26921,4231,31152,0.87376555,315540028.095703,105298.63185968,217.4977417,444.20690918
289,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13107,HUECHURABA,53,46,99,48069,50503,98572,48122,50549,98671,28914,31,28945,0.32052798,64682843.0742188,38454.14637466,44.89830017,2197.65551758
290,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13116,LO ESPEJO,0,0,0,49146,49658,98804,49146,49658,98804,26774,0,26774,0.11164979,11704346.7792969,13747.20512363,8.23835754,11993.16796875
291,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13108,INDEPENDENCIA,0,0,0,49186,51095,100281,49186,51095,100281,36666,0,36666,0.1114921,10657655.7441406,13645.15718298,7.35546017,13633.54589844
292,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13121,PEDRO AGUIRRE CERDA,0,0,0,49513,51661,101174,49513,51661,101174,29906,0,29906,0.12750105,12650067.0878906,15593.00823918,8.75592804,11554.91503906
293,13,REGIÓN METROPOLITANA DE SANTIAGO,133,CHACABUCO,13302,LAMPA,10996,10277,21273,40549,40212,80761,51545,50489,102034,26370,6972,33342,1.03528098,645915507.466797,126276.02899699,450.14556885,226.66889954
294,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13115,LO BARNECHEA,2143,556,2699,48357,54777,103134,50500,55333,105833,29016,2209,31225,1.45869138,1469094240.56836,177255.59397472,1023.19354248,103.43399811
295,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13130,SAN MIGUEL,0,0,0,50738,57216,107954,50738,57216,107954,42947,0,42947,0.12883632,14038301.453125,16018.45656371,9.61315441,11229.82128906
296,1,REGIÓN DE TARAPACÁ,11,IQUIQUE,1107,ALTO HOSPICIO,2178,313,2491,52028,53856,105884,54206,54169,108375,33090,88,33178,0.94837877,655223786.244141,109555.12353191,573.84875488,188.85638428
297,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13126,QUINTA NORMAL,0,0,0,53669,56357,110026,53669,56357,110026,38989,0,38989,0.17384108,16872413.3671875,20954.38389978,11.8173008,9310.5859375
298,4,REGIÓN DE COQUIMBO,43,LIMARÍ,4301,OVALLE,12383,11350,23733,41236,46303,87539,53619,57653,111272,30979,11116,42095,4.65742316,4812124884.6875,561741.85023673,3549.86010742,31.34545898
299,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,8102,CORONEL,1592,1596,3188,54207,58867,113074,55799,60463,116262,39741,1434,41175,1.25110951,429472775.046875,156823.69297098,272.91064453,426.00756836
300,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13118,MACUL,0,0,0,55161,61373,116534,55161,61373,116534,43121,0,43121,0.14963388,18520195.4335938,18281.424598,12.84227562,9074.24902344
301,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13111,LA GRANJA,0,0,0,57025,59546,116571,57025,59546,116571,34423,0,34423,0.1351985,14638991.1699219,16953.26504513,10.08919907,11554.0390625
302,13,REGIÓN METROPOLITANA DE SANTIAGO,135,MELIPILLA,13501,MELIPILLA,20064,18839,38903,41346,43378,84724,61410,62217,123627,28873,14520,43393,2.30131549,1960011201.83008,277486.99959421,1352.15478516,91.42961884
303,5,REGIÓN DE VALPARAÍSO,58,MARGA MARGA,5804,VILLA ALEMANA,625,596,1221,59131,66196,125327,59756,66792,126548,44443,539,44982,0.49341724,136992830.880859,60159.73748456,96.01743317,1317.96899414
304,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13104,CONCHALÍ,0,0,0,61877,65078,126955,61877,65078,126955,37759,0,37759,0.13793497,15905959.1210938,16776.20388144,11.10976315,11427.3359375
305,12,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,121,MAGALLANES,12101,PUNTA ARENAS,3363,2297,5660,62175,63757,125932,65538,66054,131592,46493,4008,50501,177.80606811,50360774877.668,23890618.4220415,17768.8828125,7.405756
306,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,8108,SAN PEDRO DE LA PAZ,51,73,124,62890,68794,131684,62941,68867,131808,47466,45,47511,0.49596725,143580130.441406,63232.79166453,91.59680176,1439.00231934
307,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13103,CERRO NAVIA,0,0,0,65438,67184,132622,65438,67184,132622,38020,0,38020,0.16845627,16101300.7402344,19750.08273223,11.0973587,11950.77148438
308,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13123,PROVIDENCIA,0,0,0,65710,76369,142079,65710,76369,142079,70965,0,70965,0.158543,20543805.6523438,19164.55702424,14.39414597,9870.609375
309,13,REGIÓN METROPOLITANA DE SANTIAGO,133,CHACABUCO,13301,COLINA,13940,14249,28189,60695,57323,118018,74635,71572,146207,35279,7749,43028,1.67023051,1388291115.35156,203420.73819963,970.69775391,150.62051392
310,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13106,ESTACIÓN CENTRAL,0,0,0,73458,73583,147041,73458,73583,147041,52486,0,52486,0.18909735,20762011.6152344,22529.2921649,14.35326099,10244.43164063
311,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13128,RENCA,0,0,0,72681,74470,147151,72681,74470,147151,43174,0,43174,0.288063,34035034.0039062,34207.31408762,23.75544167,6194.41210938
312,7,REGIÓN DEL MAULE,73,CURICÓ,7301,CURICÓ,8587,7980,16567,63924,68645,132569,72511,76625,149136,48124,6474,54598,3.20319739,2001250360.20312,386869.81270362,1333.78759766,111.81390381
313,5,REGIÓN DE VALPARAÍSO,58,MARGA MARGA,5801,QUILPUÉ,1111,1001,2112,70635,78961,149596,71746,79962,151708,55424,1427,56851,1.5951468,766337794.625,191961.04952026,536.03820801,283.01715088
314,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,8110,TALCAHUANO,1043,386,1429,71950,78370,150320,72993,78756,151749,50466,133,50599,0.98334896,145493090.804688,122103.03357704,93.16247559,1628.8638916
315,3,REGIÓN DE ATACAMA,31,COPIAPÓ,3101,COPIAPÓ,1637,1338,2975,74990,75972,150962,76627,77310,153937,53641,1924,55565,11.81348598,22623871504.3516,1392631.04437452,17780.30273438,8.65772629
316,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13127,RECOLETA,0,0,0,77709,80142,157851,77709,80142,157851,50178,0,50178,0.17895426,22677272.5234375,22059.81622936,15.78466702,10000.27441406
317,10,REGIÓN DE LOS LAGOS,103,OSORNO,10301,OSORNO,6987,6647,13634,70168,77658,147826,77155,84305,161460,54764,5368,60132,2.59097419,1658706044.03125,326707.92111983,954.9631958,169.07458496
318,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13105,EL BOSQUE,0,0,0,79372,83133,162505,79372,83133,162505,47941,0,47941,0.15100976,20556192.9648438,18499.71311817,14.32440186,11344.62695313
319,2,REGIÓN DE ANTOFAGASTA,22,EL LOA,2201,CALAMA,5619,1625,7244,80430,78057,158487,86049,79682,165731,53045,4262,57307,6.02715538,18278099852.2598,703500.09117261,15587.59277344,10.63223839
320,14,REGIÓN DE LOS RÍOS,141,VALDIVIA,14101,VALDIVIA,6125,5239,11364,74223,80493,154716,80348,85732,166080,56021,5171,61192,5.34476461,1638118308.24609,675035.79017372,965.71728516,171.97579956
321,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13112,LA PINTANA,0,0,0,87044,90291,177335,87044,90291,177335,50042,0,50042,0.25874363,44102900.3769531,31888.36784924,30.45133972,5823.55322266
322,16,REGIÓN DE ÑUBLE,161,DIGUILLÍN,16101,CHILLÁN,8088,8004,16092,79433,89214,168647,87521,97218,184739,61352,6502,67854,2.13211327,737849045.679688,257551.5204243,474.82727051,389.06567383
323,1,REGIÓN DE TARAPACÁ,11,IQUIQUE,1101,IQUIQUE,1417,986,2403,93480,95585,189065,94897,96571,191468,65498,1488,66986,3.77706865,2636780105.06055,439871.45640217,2287.62353516,83.69734192
324,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,8301,LOS ÁNGELES,26055,25189,51244,71925,79162,151087,97980,104351,202331,55020,19916,74936,2.59784022,2779001547.55078,317642.81876889,1751.03833008,115.54915619
325,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13120,ÑUÑOA,0,0,0,95409,112828,208237,95409,112828,208237,92248,0,92248,0.17543634,24312289.921875,21168.7374012,16.85680199,12353.29296875
326,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13125,QUILICURA,330,222,552,103126,106732,209858,103456,106954,210410,62278,192,62470,0.34884564,82393986.5253906,41289.84418584,57.32133484,3670.71020508
327,7,REGIÓN DEL MAULE,71,TALCA,7101,TALCA,4819,4622,9441,100803,110113,210916,105622,114735,220357,77378,3432,80810,0.83420002,350271466.792969,103620.78583733,232.00720215,949.78515625
328,4,REGIÓN DE COQUIMBO,41,ELQUI,4101,LA SERENA,11114,9300,20414,94722,105918,200640,105836,115218,221054,78787,8677,87464,2.5682784,2532762458.81836,306997.85142226,1901.45361328,116.25527191
329,15,REGIÓN DE ARICA Y PARINACOTA,151,ARICA,15101,ARICA,9678,6607,16285,99711,105368,205079,109389,111975,221364,66397,6242,72639,3.38558453,5362875726.93359,385226.62231774,4792.37597656,46.19086456
330,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,8101,CONCEPCIÓN,2258,2259,4517,105366,113691,219057,107624,115950,223574,83927,1711,85638,0.84781326,337655453.890625,104779.93581866,215.82827759,1035.88830566
331,4,REGIÓN DE COQUIMBO,41,ELQUI,4102,COQUIMBO,6662,6518,13180,103210,111340,214550,109872,117858,227730,82063,7436,89499,2.70815362,1915023875.85547,325049.69990046,1425.08251953,159.80126953
332,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13124,PUDAHUEL,2155,2000,4155,110257,115881,226138,112412,117881,230293,67613,1327,68940,0.71132011,283968135.449219,85102.01869235,197.2583313,1167.46911621
333,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13122,PEÑALOLÉN,0,0,0,116882,124717,241599,116882,124717,241599,70394,0,70394,0.37143994,77268398.5214844,43484.87295521,53.60748672,4506.81445313
334,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6101,RANCAGUA,4667,2924,7591,113275,120908,234183,117942,123832,241774,87992,2051,90043,0.80360789,382835855.197266,96984.98186731,261.74942017,923.68493652
335,10,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,10101,PUERTO MONTT,13310,12449,25759,107709,112434,220143,121019,124883,245902,81573,11807,93380,4.0411305,2985827716.92578,509090.66521071,1674.01367188,146.8936615
336,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9101,TEMUCO,9766,9484,19250,124523,138642,263165,134289,148126,282415,97737,7020,104757,1.13813955,764074904.550781,140875.48200547,465.19735718,607.08642578
337,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13114,LAS CONDES,0,0,0,135917,158921,294838,135917,158921,294838,118007,0,118007,0.51417939,142733761.398438,61357.34816552,99.04109955,2976.92578125
338,5,REGIÓN DE VALPARAÍSO,51,VALPARAÍSO,5101,VALPARAÍSO,436,301,737,144509,151409,295918,144945,151710,296655,115970,1226,117196,1.40266594,452071490.671875,167384.22881889,318.0100708,932.84783936
339,13,REGIÓN METROPOLITANA DE SANTIAGO,134,MAIPO,13401,SAN BERNARDO,2596,2469,5065,145204,151044,296248,147800,153513,301313,88635,1606,90241,0.84376486,221343836.261719,102327.63266375,152.87542725,1970.97070313
340,5,REGIÓN DE VALPARAÍSO,51,VALPARAÍSO,5109,VIÑA DEL MAR,0,0,0,158669,175579,334248,158669,175579,334248,147117,0,147117,0.59710918,172001380.007812,72706.62734474,120.57284546,2772.16650391
341,2,REGIÓN DE ANTOFAGASTA,21,ANTOFAGASTA,2101,ANTOFAGASTA,6906,863,7769,174940,179164,354104,181846,180027,361873,111752,699,112451,10.68244873,37127444667.6582,1236881.7535023,30690.39257813,11.79108429
342,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13110,LA FLORIDA,67,50,117,175626,191173,366799,175693,191223,366916,119991,44,120035,0.49971219,102326496.041016,58877.61978238,70.82265472,5180.77148438
343,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13101,SANTIAGO,0,0,0,206678,197817,404495,206678,197817,404495,193628,0,193628,0.24052378,33366985.8046875,28964.17331087,23.13523674,17483.93554688
344,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13119,MAIPÚ,1952,1481,3433,248840,269354,518194,250792,270835,521627,160389,965,161354,0.61626031,198389205.4375,73181.7877851,137.6761322,3788.79760742
345,13,REGIÓN METROPOLITANA DE SANTIAGO,132,CORDILLERA,13201,PUENTE ALTO,6,6,12,275141,292953,568094,275147,292959,568106,171506,5,171511,0.49167463,127416650.107422,59058.9719066,88.23865509,6438.28955078
